Mês,Hora,Dia da Semana,Feriado,Temperatura,Umidade,Metros Quadrados,Ocupação,Uso Aquec. Vent. A.Cond.,Uso Sistema Iluminação,Perc. Energia Renovável,Consumo Energia
Março,9,Domingo,Sim,20.59449007303231,45.09720930846157,1707.627328411328,1,Ligado,Desligado,24.02018878592232,69.79665669464858
Março,0,Terça-feira,Não,23.340561430624888,41.9647198068965,1335.4871072815397,2,Desligado,Ligado,21.548815243930065,84.17388826467351
Março,3,Quarta-feira,Sim,24.35009550023596,58.47903549517614,1714.9028634228284,5,Desligado,Desligado,26.26415565472199,85.13625741219492
Março,5,Sábado,Sim,29.998671,44.17273643571334,1879.9581773851216,5,Desligado,Ligado,0.006642,91.74232779785136
Março,14,Sexta-feira,Não,26.863308758027056,40.92035279767703,1999.982252,2,Ligado,Desligado,24.359938488880477,88.99953030226098
Março,5,Quarta-feira,Sim,20.007565,46.59006405691939,1895.129503920327,4,Desligado,Desligado,20.0875217518696,66.27380830944665
Março,12,Quinta-feira,Não,20.007565,52.24798615923944,1724.6524630910571,7,Ligado,Ligado,5.404131582305688,58.953687545064696
Março,15,Sábado,Sim,22.39786848544839,41.02457495394693,1985.1723736850172,9,Ligado,Ligado,5.651793699368758,78.77893523077812
Março,23,Sexta-feira,Não,27.99014288133704,39.962133036051725,1589.7674262423125,1,Desligado,Desligado,10.966499986545417,84.98776801724632
Março,0,Segunda-feira,Não,28.439661138113102,41.84634099176926,1000.512661,7,Desligado,Ligado,0.006642,77.75652141328774
Março,11,Domingo,Sim,22.988829121161743,38.272916103768594,1847.9199088638975,1,Ligado,Desligado,4.593569411468591,63.38994322259185
Março,17,Domingo,Sim,29.998671,43.68319080539936,1039.2937835604237,7,Desligado,Desligado,27.90545751329418,79.33976799644509
Março,6,Quarta-feira,Sim,24.792735609777683,39.28249750079471,1415.4177753674128,5,Ligado,Ligado,7.609747487841223,60.888159908272414
Março,0,Segunda-feira,Sim,20.007565,44.39949381759173,1337.8019985645828,7,Ligado,Ligado,23.29204486270996,70.95231081552218
Março,5,Segunda-feira,Não,25.982593260565046,56.063234349369495,1241.1636089361778,2,Desligado,Ligado,15.489112186012374,86.09010048469435
Março,12,Sexta-feira,Não,22.90521850325572,42.55402075754022,1850.0686371077272,5,Desligado,Ligado,19.88542853980755,68.49000600453996
Março,16,Terça-feira,Sim,24.28847967365851,42.9660035256085,1566.618890252436,7,Desligado,Desligado,10.087163854661522,82.54617146152462
Março,5,Segunda-feira,Sim,27.071870954188388,55.60786066066762,1740.2467268383864,9,Desligado,Desligado,10.803515236192798,73.47006791028596
Março,5,Terça-feira,Não,23.69621655081636,48.54334108629445,1042.3547571561037,6,Ligado,Desligado,22.127290687323782,76.42451554238328
Março,19,Quinta-feira,Não,29.998671,44.44742909578467,1496.4529161975745,2,Desligado,Desligado,4.380417102726575,84.37905821174554
Março,4,Quarta-feira,Não,24.65710062365877,38.34388808313577,1121.9519354434894,7,Desligado,Ligado,0.006642,77.80964559636898
Março,11,Domingo,Não,20.007565,31.48642489274422,1279.7676519875174,1,Ligado,Desligado,2.468582710462351,64.28715250973889
Março,13,Segunda-feira,Sim,29.998671,52.89729070610871,1178.600947533651,6,Ligado,Desligado,25.97100278409835,92.54653795522457
Março,14,Domingo,Não,24.86332958541048,33.63338559872519,1696.5424801407307,4,Desligado,Ligado,28.161396519900016,77.84186648222317
Março,6,Quinta-feira,Não,23.730381282372303,37.7988359603944,1369.542198719454,8,Ligado,Desligado,29.965327,74.32664648295071
Março,10,Quinta-feira,Sim,26.44122716889563,56.025964781504655,1367.930750055929,9,Ligado,Ligado,5.744280206561949,94.86816962882924
Março,23,Segunda-feira,Sim,21.761798574036387,49.08573576445463,1395.7230490078095,7,Ligado,Desligado,20.10077680993766,83.00885857653829
Março,0,Sábado,Sim,23.77600250843232,34.324030554155875,1096.5040449137618,6,Desligado,Desligado,14.73457205469623,83.30509400237298
Março,1,Quarta-feira,Sim,29.998671,36.39094210359964,1337.954307399047,9,Ligado,Desligado,24.09738380592813,94.80522281683233
Março,8,Terça-feira,Sim,21.040615214417585,57.15085128755496,1779.5784035267798,2,Desligado,Ligado,14.023750973355646,73.90215000426166
Março,19,Segunda-feira,Sim,26.16606482535214,55.24816460737179,1409.3879771252584,0,Ligado,Ligado,27.79261112664989,89.94158392582
Março,2,Segunda-feira,Não,25.662948733755226,30.348999857259024,1685.3107212683071,1,Ligado,Desligado,22.565626835962966,75.40267273828562
Março,23,Terça-feira,Sim,24.799615556612064,42.90117250941557,1999.982252,4,Ligado,Ligado,25.389020156494823,76.65072955557716
Março,13,Terça-feira,Sim,29.998671,50.729419977340825,1598.113274871883,2,Desligado,Desligado,5.516371072710163,80.41407275443576
Março,17,Sábado,Não,27.090972570988622,44.67232122506917,1391.7640038339175,4,Desligado,Desligado,25.65659536816568,84.49844657923589
Março,6,Sexta-feira,Sim,26.3718007095424,39.53919824550426,1292.9602031555637,9,Ligado,Ligado,21.94087869467808,65.8246484205823
Março,5,Sábado,Não,21.107365195566707,54.68733200059859,1828.4247138867145,1,Desligado,Desligado,2.476348750149556,58.03557212418223
Março,12,Quarta-feira,Sim,21.894844221901195,57.873902290238135,1611.2013289661518,3,Desligado,Desligado,24.275482779460248,71.12713032655958
Março,3,Quinta-feira,Sim,27.18989612771552,57.51783051393963,1644.503256431533,4,Desligado,Desligado,12.991804437202262,85.84123864179138
Março,18,Domingo,Sim,23.200203356588563,36.79055881559984,1168.1383288030172,5,Desligado,Desligado,28.805064084514065,69.12618474228869
Março,9,Sexta-feira,Não,20.007565,42.850591623652,1599.6347113842323,7,Ligado,Desligado,20.712134538600186,69.30076907361332
Março,12,Quinta-feira,Sim,21.14129671912251,48.52252461704172,1597.2549009854934,7,Ligado,Ligado,12.046369187529208,56.51695673958868
Março,19,Terça-feira,Não,23.18645239347233,52.65007974754028,1815.337382648498,6,Ligado,Ligado,28.397396278875696,70.4790858412501
