Mês,Hora,Dia da Semana,Feriado,Temperatura,Umidade,Metros Quadrados,Ocupação,Uso Aquec. Vent. A.Cond.,Uso Sistema Iluminação,Perc. Energia Renovável,Consumo Energia
Novembro,10,Sexta-feira,Sim,23.116767907039527,30.015975,1000.512661,0,Ligado,Desligado,12.623831267238554,70.803880300681
Novembro,8,Quinta-feira,Sim,22.9868787423652,33.68223189811829,1158.6659341684274,2,Desligado,Ligado,6.13131008672095,77.70771601359654
Novembro,16,Segunda-feira,Não,28.701591954613097,47.148610860347006,1000.512661,8,Ligado,Desligado,18.0456922030329,83.05554749013238
Novembro,13,Terça-feira,Não,25.56742008522267,51.68920959915572,1372.1774667389334,0,Desligado,Desligado,19.372332884269262,82.48245339919673
Novembro,9,Terça-feira,Não,24.27706075175761,47.88091484101525,1000.512661,3,Ligado,Desligado,22.688830976587045,65.8033453016425
Novembro,11,Quarta-feira,Sim,26.186070685994014,42.860667246130674,1218.2280502327735,9,Ligado,Ligado,16.94507695685949,83.6658455376625
Novembro,5,Sexta-feira,Não,24.1979011581934,56.80406057486956,1000.512661,0,Ligado,Desligado,26.32917000710205,74.938128038125
Novembro,10,Segunda-feira,Não,21.60119638692657,30.015975,1032.0082835447777,9,Desligado,Desligado,0.006642,81.35793394047109
Novembro,3,Quinta-feira,Não,25.897630137172342,46.822381268478,1577.5651334196111,2,Ligado,Desligado,0.006642,93.62627663669672
Novembro,4,Terça-feira,Não,25.02554038518416,51.97730647143781,1228.017124800222,1,Ligado,Ligado,27.192814194271417,76.60964893281043
Novembro,7,Sábado,Sim,25.13168286399968,49.85966041884444,1756.9961649398886,4,Ligado,Desligado,20.51121204131162,70.02063684192662
Novembro,6,Quinta-feira,Sim,21.400220665695556,34.58619833733382,1126.3331850832094,6,Ligado,Ligado,16.51861090525471,53.263278
Novembro,23,Sábado,Não,29.781458792151163,48.9076801599976,1069.600991896066,8,Ligado,Desligado,0.006642,84.58927272583419
